MovieID,Title,YearOfRelease,Genre1,Genre2,Genre3,Actor1,Actor2,Actor3,Director1,Director2,Writer1,Writer2,Production Company,Country,Language,Duration
13999,Toby Tyler,1960,Drama, Family,,Kevin Corcoran, Henry Calvin, Gene Sheldon,Charles Barton,,Lillie Hayward, James Otis Kaler,Walt Disney Productions,USA,English,96
14003,Imaginary Heroes,2004,Comedy, Drama,,Sigourney Weaver, Emile Hirsch, Jeff Daniels,Dan Harris,,Dan Harris,,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),"USA, Germany, Belgium",English,111
14012,Innocents,2000,Thriller,,,Jean-Hugues Anglade, Keith David, Kent Allen,Gregory Marquette,,Gregory Marquette,,Adagio Films,"Germany, Canada, USA",English,90
14013,Tom Jones,1963,Adventure, Comedy, History,George Devine, Rachel Kempson, Angela Baddeley,Tony Richardson,,John Osborne, Henry Fielding,Woodfall Film Productions,UK,English,129
14021,El Bola,2000,Drama,,,Juan José Ballesta, Pablo Galán, Alberto Jiménez,Achero Mañas,,Achero Mañas, Verónica Fernández,Canal+ España,Spain,Spanish,88
14029,Betty Blue,1986,Drama, Romance,,Jean-Hugues Anglade, Béatrice Dalle, Gérard Darmon,Jean-Jacques Beineix,,Philippe Djian, Jean-Jacques Beineix,Gaumont,France,French,120
14035,Italian Movie,1993,Drama,,,Michael Della Femina, Caprice Benedetti, Janet Sarno,Roberto Monticello,,Eugenia Bone, Angela Sciddurlo Rago,,USA,,95
14042,Mulholland Drive,2001,Drama, Mystery, Thriller,Naomi Watts, Jeanne Bates, Dan Birnbaum,David Lynch,,David Lynch,,Les Films Alain Sarde,"France, USA","English, Spanish, French",147
14043,Shoot or Be Shot,2002,Comedy,,,William Shatner, Harry Hamlin, Scott Rinker,J. Randall Argue,,J. Randall Argue, Steve Catanzaro,PorchLight Entertainment,USA,,90
14068,Angel,1982,Drama, Music,,Veronica Quilligan, Stephen Rea, Alan Devlin,Neil Jordan,,Neil Jordan,,Bórd Scannán na hÉireann,"Ireland, UK",English,90
14074,Novocaine,2001,Comedy, Crime, Drama,Chelcie Ross, Steve Martin, Laura Dern,David Atkins,,Paul Felopulos, David Atkins,Artisan Entertainment,USA,"English, French",95
14102,Without You I'm Nothing,1990,Comedy, Musical,,Sandra Bernhard, John Doe, Steve Antin,John Boskovich,,Sandra Bernhard, John Boskovich,Go Ahead Bore Me...,USA,English,89
14108,Naach,2004,Drama, Musical, Romance,Abhishek Bachchan, Antara Mali, Riteish Deshmukh,Ram Gopal Varma,,Sulekha Bajpai, Musharaff Ali Khan,K Sera Sera,India,"Hindi, English",150
14110,My Best Friend's Wife,2001,Comedy, Drama,,John Stamos, Daniel London, Meredith Salenger,Doug Finelli,,Doug Finelli, Mitch Galane,Bridge and Tunnel Productions LLC,USA,English,85
14118,Money Train,1995,Action, Comedy, Crime,Wesley Snipes, Woody Harrelson, Jennifer Lopez,Joseph Ruben,,Doug Richardson, Doug Richardson,Columbia Pictures,USA,English,110
14119,Dilwale Dulhania Le Jayenge,1995,Drama, Romance,,Shah Rukh Khan, Kajol, Amrish Puri,Aditya Chopra,,Aditya Chopra, Aditya Chopra,Yash Raj Films,India,Hindi,189
14137,Johnny Mnemonic,1995,Action, Drama, Sci-Fi,Keanu Reeves, Dina Meyer, Ice-T,Robert Longo,,William Gibson, William Gibson,TriStar Pictures,"Canada, USA","English, Japanese",103
14144,Suicide Kings,1997,Comedy, Crime, Drama,Mark Watson, Christopher Walken, Denis Leary,Peter O'Fallon,,Josh McKinney, Gina Goldman,Live Entertainment,USA,English,106
14156,Southie,1998,Drama,,,Donnie Wahlberg, Rose McGowan, Anne Meara,John Shea,,James Michael Cummings, Dave McLaughlin,Prophecy Pictures Ltd.,USA,English,95
14166,My Blue Heaven,1990,Drama,,,Ruud de Wolff, Ivon Pelasula, Koen Wauters,Ronald Beer,,Ronald Beer,,First Floor Features,Netherlands,,95
14175,Where the Buffalo Roam,1980,Biography, Comedy,,Peter Boyle, Bill Murray, Bruno Kirby,Art Linson,,Hunter S. Thompson, John Kaye,Universal Pictures,USA,English,99
14178,Tango,1998,Drama, Musical,,Miguel Ángel Solá, Cecilia Narova, Mía Maestro,Carlos Saura,,Carlos Saura,,Adela Pictures,"Spain, Argentina",Spanish,115
14185,Mary Poppins,1964,Comedy, Family, Fantasy,Julie Andrews, Dick Van Dyke, David Tomlinson,Robert Stevenson,,Bill Walsh, Don DaGradi,Walt Disney Productions,USA,English,139
14193,Pink Cadillac,1989,Action, Comedy, Crime,Clint Eastwood, Bernadette Peters, Timothy Carhart,Buddy Van Horn,,John Eskow,,Malpaso Productions,USA,English,122
14197,Revengers Tragedy,2002,Drama,,,Christopher Eccleston, Kevin Knapman, Michael Ryan,Alex Cox,,Frank Cottrell Boyce, Thomas Middleton,Bard Entertainments,UK,English,109
14203,Batman Forever,1995,Action, Adventure,,Val Kilmer, Tommy Lee Jones, Jim Carrey,Joel Schumacher,,Bob Kane, Lee Batchler,Warner Bros.,"USA, UK",English,121
14209,Pitch Black,2000,Action, Horror, Sci-Fi,Vin Diesel, Radha Mitchell, Cole Hauser,David Twohy,,Jim Wheat, Ken Wheat,Polygram Filmed Entertainment,"USA, Australia","English, Arabic",109
14215,Sky Captain and the World of Tomorrow,2004,Action, Adventure, Mystery,Gwyneth Paltrow, Jude Law, Giovanni Ribisi,Kerry Conran,,Kerry Conran,,Paramount Pictures,"USA, UK, Italy","English, Tibetan, German",106
14217,200 American,2003,Comedy, Drama, Romance,Matt Walton, Sean Matic, Anthony Ames,Richard LeMay,,Richard LeMay,,Wolfe Video,USA,English,84
14230,D.C. Cab,1983,Action, Comedy,,Max Gail, Adam Baldwin, Mr. T,Joel Schumacher,,Topper Carew, Joel Schumacher,RKO Pictures,USA,English,100
14238,The Work and the Glory,2004,Romance, Drama,,Sam Hennings, Brenda Strong, Eric Johnson,Russell Holt,,Russell Holt, Gerald N. Lund,Manchester Pictures,USA,English,118
14242,Alfie,1966,Comedy, Drama,,Michael Caine, Shelley Winters, Millicent Martin,Lewis Gilbert,,Bill Naughton, Bill Naughton,Lewis Gilbert,UK,English,114
14253,Lolita,1997,Drama, Romance,,Jeremy Irons, Melanie Griffith, Frank Langella,Adrian Lyne,,Vladimir Nabokov, Stephen Schiff,Guild,"France, USA",English,137
14255,Yeh Dillagi,1994,Comedy, Drama, Musical,Kajol, Akshay Kumar, Saif Ali Khan,Naresh Malhotra,,Sachin Bhowmick, Sachin Bhowmick,Aditya Films,India,Hindi,155
14262,Gunga Din,1939,Adventure, Comedy, War,Cary Grant, Victor McLaglen, Douglas Fairbanks Jr.,George Stevens,,Joel Sayre, Fred Guiol,RKO Radio Pictures,USA,English,117
14285,Until September,1984,Drama, Romance,,Karen Allen, Thierry Lhermitte, Christopher Cazenove,Richard Marquand,,Janice Lee Graham,,United Artists,USA,English,95
14291,Judwaa,1997,Action, Comedy, Drama,Salman Khan, Karisma Kapoor, Rambha,David Dhawan,,Rumi Jaffery, E.V.V. Satyanarayana,Nadiadwala Grandsons' (I),India,Hindi,138
14312,Jurassic Park,1993,Action, Adventure, Sci-Fi,Sam Neill, Laura Dern, Jeff Goldblum,Steven Spielberg,,Michael Crichton, Michael Crichton,Universal Pictures,USA,"English, Spanish",127
14335,Barry Lyndon,1975,Adventure, Drama, History,Ryan O'Neal, Marisa Berenson, Patrick Magee,Stanley Kubrick,,Stanley Kubrick, William Makepeace Thackeray,Peregrine,"UK, USA","English, German, French",185
14337,Qayamat Se Qayamat Tak,1988,Drama, Musical, Romance,Aamir Khan, Juhi Chawla, Goga Kapoor,Mansoor Khan,,Nasir Hussain, Nasir Hussain,Nasir Hussain Films,India,"Hindi, Urdu",162
14339,The Story of Seabiscuit,1949,Drama, Family, Romance,Shirley Temple, Barry Fitzgerald, Lon McCallister,David Butler,,John Taintor Foote,,Warner Bros.,USA,English,98
14343,Get Over It,2001,Comedy, Romance,,Kirsten Dunst, Ben Foster, Melissa Sagemiller,Tommy O'Haver,,R. Lee Fleming Jr.,,Miramax,USA,English,87
14355,Bowfinger,1999,Comedy,,,Steve Martin, Eddie Murphy, Heather Graham,Frank Oz,,Steve Martin,,Universal Pictures,USA,English,97
14371,Motorama,1991,Adventure, Comedy, Crime,Jordan Christopher Michael, Martha Quinn, Michael Naegel,Barry Shils,,Joseph Minion,,Planet Productions,USA,English,90
14373,The Operator,2000,Comedy, Drama, Thriller,Michael Laurence, Stephen Tobolowsky, Brion James,Jon Dichter,,Jon Dichter,,Black Wolf Productions,USA,English,102
14376,The Believer,2001,Drama,,,Ryan Gosling, Peter Meadows, Garret Dillahunt,Henry Bean,,Henry Bean, Henry Bean,Fuller Films,USA,"English, Hebrew",98
14380,Born to Be Bad,1934,Drama, Romance,,Loretta Young, Cary Grant, Jackie Kelk,Lowell Sherman, Jack Conway,Ralph Graves,,20th Century Pictures,USA,English,62
14391,French Kiss,1995,Comedy, Drama, Romance,Meg Ryan, Kevin Kline, Timothy Hutton,Lawrence Kasdan,,Adam Brooks,,Polygram Filmed Entertainment,"UK, USA","English, French",111
14399,Vincent & Theo,1990,Biography, Drama,,Tim Roth, Paul Rhys, Adrian Brine,Robert Altman,,Julian Mitchell,,Belbo Films,"France, Netherlands, UK, Germany, Italy, USA",English,140
14410,Spider-Man,2002,Action, Adventure, Sci-Fi,Tobey Maguire, Willem Dafoe, Kirsten Dunst,Sam Raimi,,Stan Lee, Steve Ditko,Columbia Pictures,USA,English,121
14414,Infection,2005,Horror,,,Jenny Dare Paulin, Morgan Weisser, Alan Abelew,Albert Pyun,,Cynthia Curnan,,Filmwerks,USA,English,81
14421,The Gambler,1997,Biography, Drama, Romance,Michael Gambon, Jodhi May, Polly Walker,Károly Makk,,Fyodor Dostoevsky, Katharine Ogden,Canal Plus Image International,"Netherlands, Hungary, UK","English, Hungarian",97
14446,Century Hotel,2001,Drama, Mystery, Romance,Joel Bissonnette, Lindy Booth, Albert Chung,David Weaver,,Bridget Newson, David Weaver,Victorious Films,Canada,English,97
14451,Pit Fighter,2005,Action,,,Dominiquie Vandenberg, Steven Bauer, Fernando Carrillo,Jesse V. Johnson,,Jesse V. Johnson,,The Syndicate (II),USA,English,83
14458,Harvard Man,2001,Comedy, Crime, Drama,Adrian Grenier, Sarah Michelle Gellar, Joey Lauren Adams,James Toback,,James Toback,,Alliance Cinema,USA,English,99
14467,In the Cut,2003,Mystery, Thriller,,Jennifer Jason Leigh, Meg Ryan, Michael Nuccio,Jane Campion,,Jane Campion, Susanna Moore,Screen Gems,"UK, Australia, France, USA",English,119
14473,Gaslight,1940,Mystery, Thriller,,Anton Walbrook, Diana Wynyard, Frank Pettingell,Thorold Dickinson,,Patrick Hamilton, A.R. Rawlinson,British National Films,UK,English,84
14475,Hilary and Jackie,1998,Biography, Drama, Music,Emily Watson, Rachel Griffiths, James Frain,Anand Tucker,,Hilary du Pré, Piers du Pré,Arts Council of England,UK,English,121
14480,Tin Cup,1996,Comedy, Drama, Romance,Kevin Costner, Rene Russo, Don Johnson,Ron Shelton,,John Norville, Ron Shelton,Regency Enterprises,USA,English,135
14505,The War,1994,Drama,,,Elijah Wood, Kevin Costner, Mare Winningham,Jon Avnet,,Kathy McWorter,,Island World,USA,English,126
14511,Topkapi,1964,Adventure, Comedy, Crime,Melina Mercouri, Peter Ustinov, Maximilian Schell,Jules Dassin,,Monja Danischewsky, Eric Ambler,Filmways Pictures,USA,"English, French, Turkish, German, Greek, Italian",120
14520,Vamp,1986,Comedy, Fantasy, Horror,Chris Makepeace, Sandy Baron, Robert Rusler,Richard Wenk,,Donald P. Borchers, Richard Wenk,New World Pictures,USA,English,93
14523,Coming Apart,1969,Drama,,,Rip Torn, Sally Kirkland, Robert Blankshine,Milton Moses Ginsberg,,Milton Moses Ginsberg,,Kaleidoscope Films,USA,English,110
14527,Hannibal,2001,Crime, Drama, Thriller,Anthony Hopkins, Julianne Moore, Gary Oldman,Ridley Scott,,Thomas Harris, David Mamet,Metro-Goldwyn-Mayer (MGM),"USA, UK, Italy","English, Italian, Japanese",131
14531,Equilibrium,2002,Action, Drama, Sci-Fi,Christian Bale, Dominic Purcell, Sean Bean,Kurt Wimmer,,Kurt Wimmer,,Dimension Films,USA,English,107
14539,Groove,2000,Drama, Music,,Chris Ferreira, Mackenzie Firgens, Elizabeth Sun,Greg Harrison,,Greg Harrison,,415 Productions,USA,English,86
14545,King Arthur,2004,Action, Adventure, Drama,Clive Owen, Ioan Gruffudd, Mads Mikkelsen,Antoine Fuqua,,David Franzoni,,Touchstone Pictures,"USA, UK, Ireland","English, Latin, Irish, Welsh, Scottish Gaelic",126
14547,Ring of Bright Water,1969,Comedy, Drama,,Bill Travers, Virginia McKenna, Peter Jeffrey,Jack Couffer,,Jack Couffer, Bill Travers,Palomar Pictures International,"UK, USA","English, Scottish Gaelic",107
14549,Last Life in the Universe,2003,Comedy, Drama, Romance,Tadanobu Asano, Sinitta Boonyasak, Laila Boonyasak,Pen-Ek Ratanaruang,,Pen-Ek Ratanaruang, Prabda Yoon,Bohemian Films,"Thailand, Japan, Netherlands","Thai, Japanese, English",112
14551,Happy Campers,2001,Comedy,,,Brad Renfro, Dominique Swain, Keram Malicki-Sánchez,Daniel Waters,,Daniel Waters,,DiNovi Pictures,USA,English,94
14552,To Walk with Lions,1999,Adventure, Biography, Drama,Richard Harris, John Michie, Kerry Fox,Carl Schultz,,Keith Ross Leckie, George Adamson,Kingsborough Greenlight Pictures,"Canada, UK, Kenya",English,110
14564,Balto,1995,Animation, Adventure, Drama,Kevin Bacon, Bob Hoskins, Bridget Fonda,Simon Wells,,Cliff Ruby, Elana Lesser,Amblimation,"USA, UK",English,78
14586,Pandaemonium,2000,Biography, Drama,,Linus Roache, John Hannah, Samantha Morton,Julien Temple,,Frank Cottrell Boyce,,Arts Council of England,UK,English,124
14587,Asoka,2001,Action, Biography, Drama,Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa,Santosh Sivan,,Saket Chaudhary, Santosh Sivan,Arclightz and Films Pvt. Ltd.,India,Hindi,176
14597,Aquanoids,2003,Horror,,,Laura Nativo, Rhoda Jordan, Edwin Craig,Reinhart 'Rayteam' Peschke,,Mark J. Gordon, Eric Spudic,Wildcat Entertainment,USA,English,90
14602,Sabrina,1995,Comedy, Drama, Romance,Harrison Ford, Julia Ormond, Greg Kinnear,Sydney Pollack,,Samuel A. Taylor, Billy Wilder,Constellation Entertainment,"Germany, USA","English, French",127
14604,The St. Francisville Experiment,2000,Horror, Mystery, Thriller,Madison Charap, Troy Taylor, Ryan Larson,Ted Nicolaou,,,,The Kushner-Locke Company,USA,English,79
14618,The Truman Show,1998,Comedy, Drama, Sci-Fi,Jim Carrey, Laura Linney, Noah Emmerich,Peter Weir,,Andrew Niccol,,Paramount Pictures,USA,English,103
14628,Cannonball,1976,Action, Comedy, Crime,David Carradine, Bill McKinney, Veronica Hamel,Paul Bartel,,Paul Bartel, Don Simpson,Cross Country Productions,"Hong Kong, USA","English, German",93
14634,The Wood,1999,Comedy, Drama, Romance,Elayn J. Taylor, Omar Epps, Richard T. Jones,Rick Famuyiwa,,Rick Famuyiwa, Todd Boyd,Bona Fide Productions,USA,English,106
14639,Passion of Mind,2000,Drama, Mystery, Romance,Eloise Eonnet, Hadrian Dagannaud-Brouard, Chaya Cuénot,Alain Berliner,,Ronald Bass, David Field,Lakeshore Entertainment,USA,"English, French",105
14653,Made in America,1993,Comedy,,,Whoopi Goldberg, Ted Danson, Will Smith,Richard Benjamin,,Marcia Brandwynne, Nadine Schiff,Canal+,"USA, France","English, Japanese",111
14654,Bugsy,1991,Biography, Crime, Drama,Warren Beatty, Annette Bening, Harvey Keitel,Barry Levinson,,James Toback, Dean Jennings,TriStar Pictures,USA,English,136
14662,Suspended Animation,2001,Thriller,,,Alex McArthur, Rebecca Harrell Tickell, Laura Esterman,John D. Hancock,,Dorothy Tristan, Dorothy Tristan,Filmacres,USA,English,114
14670,Batman,1989,Action, Adventure,,Michael Keaton, Jack Nicholson, Kim Basinger,Tim Burton,,Bob Kane, Sam Hamm,Warner Bros.,"USA, UK","English, French, Spanish",126
14673,Skipped Parts,2000,Comedy, Drama, Romance,Drew Barrymore, Jennifer Jason Leigh, Mischa Barton,Tamra Davis,,Tim Sandlin, Tim Sandlin,Skipped Parts Productions,USA,English,100
14675,Murder,2004,Drama, Romance, Thriller,Mallika Sherawat, Ashmit Patel, Emraan Hashmi,Anurag Basu,,Anurag Basu, Subodh Chopra,NH Studioz,India,Hindi,130
14680,Zameen,2003,Action, Adventure, Thriller,Ajay Devgn, Abhishek Bachchan, Bipasha Basu,Rohit Shetty,,Robin Bhatt, Javed Siddiqui,V.R. Entertainers,India,Hindi,154
14686,The White Pony,1999,Family, Fantasy,,Olivier Gruner, Warwick Davis, Carly Anderson,Brian Kelly,,Laura Ambler,,Concorde Anois,"Kyrgyzstan, Ireland, USA",,93
14690,Fast Sofa,2001,Adventure, Drama,,Jake Busey, Crispin Glover, Natasha Lyonne,Salomé Breziner,,Salomé Breziner, Peter Chase,Sneak Preview Entertainment,USA,English,109
14697,Pervirella,1997,Adventure, Comedy,,Emily Booth, Ron Drand, Shend,Alex Chandon,,Alex Chandon, Josh Collins,Exotic Entertainment Productions,UK,English,92
14698,White Oleander,2002,Drama,,,Amy Aquino, John Billingsley, Elisa Bocanegra,Peter Kosminsky,,Janet Fitch, Mary Agnes Donoghue,Warner Bros.,USA,"English, Russian",109
14722,Bug,2002,Comedy,,,John Carroll Lynch, Segun Ajaga, Megan Cavanagh,Phil Hay, Matt Manfredi,Matt Manfredi,,Bug Productions,USA,English,86
14723,Darkness,2002,Horror,,,Anna Paquin, Lena Olin, Iain Glen,Jaume Balagueró,,Jaume Balagueró, Fernando de Felipe,Castelao Producciones,"USA, Spain",English,88
14724,Sayonara,1957,Drama, Romance,,Marlon Brando, Patricia Owens, James Garner,Joshua Logan,,Paul Osborn, James A. Michener,Pennebaker Productions,USA,"English, Japanese",147
14736,Amazons,1986,Action, Fantasy, Adventure,Mindi Miller, Penelope Reed, Joseph Whipp,Alejandro Sessa,,Charles Saunders,,Aries Films International,USA,English,76
14752,Prison Song,2001,Crime, Drama,,Q-Tip, Eric McCollum, Denee Rivera,Darnell Martin,,Darnell Martin, Q-Tip,New Line Cinema,USA,English,94
14767,Graduation Day,1981,Horror, Mystery, Thriller,Christopher George, Patch Mackenzie, E. Danny Murphy,Herb Freed,,Anne Marisse, Herb Freed,Baughn/Freed Productions,USA,English,96
14769,Cotton Mary,1999,Drama,,,Greta Scacchi, Madhur Jaffrey, James Wilby,Ismail Merchant, Madhur Jaffrey,Alexandra Viets,,Merchant Ivory Productions,"France, UK, USA",English,124
14786,Female Trouble,1974,Comedy, Crime,,Divine, David Lochary, Mary Vivian Pearce,John Waters,,John Waters,,Dreamland,USA,English,89
14795,Celtic Pride,1996,Comedy, Sport,,Damon Wayans, Daniel Stern, Dan Aykroyd,Tom DeCerchio,,Judd Apatow, Colin Quinn,Caravan Pictures,USA,English,91
14796,Avalon,1990,Drama,,,Leo Fuchs, Eve Gordon, Lou Jacobi,Barry Levinson,,Barry Levinson,,TriStar Pictures,USA,"English, Yiddish",128
14804,Brubaker,1980,Crime, Drama,,Robert Redford, Yaphet Kotto, Jane Alexander,Stuart Rosenberg,,W.D. Richter, W.D. Richter,Twentieth Century Fox,USA,English,131
14822,Anastasia,1997,Animation, Adventure, Drama,Meg Ryan, John Cusack, Kelsey Grammer,Don Bluth, Gary Goldman,Susan Gauthier, Bruce Graham,Twentieth Century Fox,USA,"English, Russian, French",94
14826,Secret Honor,1984,Biography, Comedy, Drama,Philip Baker Hall,,,Robert Altman,,Donald Freed, Arnold M. Stone,Sandcastle 5 Productions,USA,English,90
14842,Stage Beauty,2004,Drama,,,Derek Hutchinson, Mark Letheren, Claire Danes,Richard Eyre,,Jeffrey Hatcher, Jeffrey Hatcher,Lions Gate Films,"UK, USA, Germany",English,106
14849,Man of the Year,1995,Comedy, Romance,,Vivian Paxton, Claudette Sutherland, Michael Ornstein,Dirk Shafer,,Dirk Shafer,,The Documentary Foundation,"USA, UK","English, Yiddish",86
14852,The Contender,2000,Drama, Thriller,,Gary Oldman, Joan Allen, Jeff Bridges,Rod Lurie,,Rod Lurie,,Cinerenta Medienbeteiligungs KG,"USA, Germany, UK",English,126
14864,Garage Days,2002,Comedy, Music, Drama,Kick Gurry, Maya Stange, Pia Miranda,Alex Proyas,,Alex Proyas, Dave Warner,Australian Film Finance Corporation (AFFC),Australia,English,105
14865,Mary Reilly,1996,Drama, Horror, Romance,Julia Roberts, John Malkovich, George Cole,Stephen Frears,,Valerie Martin, Christopher Hampton,NFH Productions,"USA, UK",English,108
14867,King of the Jungle,2000,Crime, Drama, Thriller,John Leguizamo, Rosie Perez, Julie Carmen,Seth Zvi Rosenfeld,,Seth Zvi Rosenfeld,,Bombo Sports & Entertainment,USA,English,99
14869,Blade Runner,1982,Action, Sci-Fi, Thriller,Harrison Ford, Rutger Hauer, Sean Young,Ridley Scott,,Hampton Fancher, David Webb Peoples,The Ladd Company,USA,"English, German, Cantonese, Japanese, Hungarian, Arabic",117
14874,Spetters,1980,Drama, Romance, Sport,Hans van Tongeren, Renée Soutendijk, Toon Agterberg,Paul Verhoeven,,Gerard Soeteman,,VSE Film,Netherlands,Dutch,120
14877,Krush Groove,1985,Comedy, Drama, Music,Sheila E., Joseph Simmons, Darryl McDaniels,Michael Schultz,,Ralph Farquhar,,Crystalite Productions,USA,English,97
14878,Chachi 420,1997,Comedy, Drama, Family,Kamal Haasan, Amrish Puri, Om Puri,Kamal Haasan,,Gulzar, Kamal Haasan,Jhamu Sughand Productions,India,Hindi,155
14882,Session 9,2001,Horror, Mystery,,David Caruso, Stephen Gevedon, Paul Guilfoyle,Brad Anderson,,Brad Anderson, Stephen Gevedon,USA Films,USA,English,100
14884,Sweet Jane,1998,Drama, Romance,,Samantha Mathis, Barbara Pilavin, Kimberly Scott,Joe Gayton,,Joe Gayton,,NEO Motion Pictures,USA,English,83
14887,Buttcrack,1998,Comedy, Horror,,Doug Ciskowski, Caleb Kreischer, Rob Hayward,Jim Larsen,,Jim Larsen,,Desert Dog Films Inc.,USA,English,68
14893,Girls School Screamers,1986,Horror,,,Mollie O'Mara, Sharon Christopher, Mari Butler,John P. Finnegan,,John P. Finnegan, Katie Keating,Bandit,USA,English,80
14895,J.D.'s Revenge,1976,Action, Horror, Thriller,Glynn Turman, Louis Gossett Jr., Joan Pringle,Arthur Marks,,Jaison Starkes,,American International Pictures (AIP),USA,English,96
14898,Looney Tunes: Back in Action,2003,Animation, Adventure, Comedy,Brendan Fraser, Jenna Elfman, Steve Martin,Joe Dante, Eric Goldberg,Larry Doyle,,Warner Bros.,"Germany, USA",English,93
14910,Wild Bill,1995,Action, Biography, Western,Jeff Bridges, Ellen Barkin, John Hurt,Walter Hill,,Peter Dexter, Thomas Babe,The Zanuck Company,USA,"English, Sioux, Cantonese",98
14912,Bad Guy,2001,Drama,,,Jae-Hyun Cho, Won Seo, Yun-tae Kim,Ki-duk Kim,,Ki-duk Kim,,LJ Film,South Korea,Korean,100
14918,Gosford Park,2001,Comedy, Drama, Mystery,Maggie Smith, Michael Gambon, Kristin Scott Thomas,Robert Altman,,Julian Fellowes, Robert Altman,USA Films,"USA, UK, Italy",English,131
14919,Grind,2003,Adventure, Comedy, Sport,Mike Vogel, Vince Vieluf, Adam Brody,Casey La Scala,,Ralph Sall,,900 Films,USA,English,105
14920,Monsieur N.,2003,Biography, Drama, Mystery,Philippe Torreton, Richard E. Grant, Jay Rodan,Antoine de Caunes,,René Manzor, Pierre Kubel,Canal+,"France, UK","French, English, Corsican",120
14921,Rosenstrasse,2003,Drama, War,,Katja Riemann, Maria Schrader, Doris Schade,Margarethe von Trotta,,Pamela Katz, Margarethe von Trotta,Studio Hamburg Letterbox Filmproduktion,"Germany, Netherlands","German, English",136
14925,Flirting,1991,Drama, Romance,,Noah Taylor, Thandie Newton, Nicole Kidman,John Duigan,,John Duigan,,Kennedy Miller Productions,Australia,English,99
14929,Angela,1995,Drama,,,Miranda Rhyne, Charlotte Eve Blythe, Anna Thomson,Rebecca Miller,,Rebecca Miller,,Tree Farm Productions,USA,English,99
14943,1776,1972,Drama, Family, History,William Daniels, Howard Da Silva, Ken Howard,Peter H. Hunt,,Peter Stone, Sherman Edwards,Columbia Pictures,USA,English,141
14947,Bombay,1995,Drama, Musical, Romance,Arvind Swamy, Manisha Koirala, Nassar,Mani Ratnam,,Mani Ratnam, Umesh Sharma,Aalayam Productions,India,Tamil,141
14958,Fluke,1995,Drama, Family, Fantasy,Samuel L. Jackson, Matthew Modine, Nancy Travis,Carlo Carlei,,James Herbert, Carlo Carlei,Metro-Goldwyn-Mayer (MGM),USA,English,96
14962,Kiss Toledo Goodbye,1999,Comedy, Thriller,,Michael Rapaport, Christopher Walken, Robert Forster,Lyndon Chubbuck,,Robert Easter,,Award Entertainment,USA,English,96
14963,Norma Rae,1979,Drama,,,Sally Field, Beau Bridges, Ron Leibman,Martin Ritt,,Irving Ravetch, Harriet Frank Jr.,Twentieth Century Fox,USA,English,114
14964,Stranger from Venus,1954,Sci-Fi,,,Patricia Neal, Helmut Dantine, Derek Bond,Burt Balaban,,Hans Jacoby, Desmond Leslie,Rich & Rich Ltd.,"UK, USA",English,75
14970,Assassins,1995,Action, Crime, Thriller,Sylvester Stallone, Antonio Banderas, Julianne Moore,Richard Donner,,Lilly Wachowski, Lana Wachowski,Warner Bros.,"France, USA","English, Dutch, Spanish",132
14983,Camelot,1967,Adventure, Fantasy, Musical,Richard Harris, Vanessa Redgrave, Franco Nero,Joshua Logan,,Alan Jay Lerner, T.H. White,Warner Bros./Seven Arts,USA,English,179
14985,Almost Heroes,1998,Adventure, Comedy, Western,Chris Farley, Matthew Perry, Bokeem Woodbine,Christopher Guest,,Mark Nutter, Thomas R. Wolfe,Turner Pictures (I),USA,English,90
14989,Yuva,2004,Action, Drama, Thriller,Ajay Devgn, Abhishek Bachchan, Rani Mukerji,Mani Ratnam,,Anurag Kashyap, Mani Ratnam,Madras Talkies,India,"Hindi, Bengali",161
14999,Monster,2003,Biography, Crime, Drama,Charlize Theron, Christina Ricci, Bruce Dern,Patty Jenkins,,Patty Jenkins,,Media 8 Entertainment,"USA, Germany",English,109
15008,My Big Phat Hip Hop Family,2005,Comedy,,,Shani Bayeté, Retha Jones, Reynaldo Rey,Greg Carter,,Greg Carter, J. Ronald Castell,Breakaway Films,USA,English,108
15009,The General,1998,Biography, Crime, Drama,Brendan Gleeson, Adrian Dunbar, Sean McGinley,John Boorman,,John Boorman, Paul Williams,J & M,"UK, Ireland",English,124
15030,The 4th Tenor,2002,Comedy, Music, Romance,Rodney Dangerfield, Anita De Simone, Annabelle Gurwitch,Harry Basil,,Rodney Dangerfield, Harry Basil,WW & S Productions Inc.,USA,English,97
15044,Glitter,2001,Drama, Music, Romance,Mariah Carey, Max Beesley, Da Brat,Vondie Curtis-Hall,,Cheryl L. West, Kate Lanier,Twentieth Century Fox,USA,English,104
15045,Yossi & Jagger,2002,Drama, Romance, War,Ohad Knoller, Yehuda Levi, Assi Cohen,Eytan Fox,,Avner Bernheimer,,Lama Films,Israel,Hebrew,65
15052,Frogs,1972,Horror, Mystery, Sci-Fi,Ray Milland, Sam Elliott, Joan Van Ark,George McCowan,,Robert Hutchison, Robert Blees,American International Pictures (AIP),USA,English,91
15058,Notting Hill,1999,Comedy, Drama, Romance,Julia Roberts, Hugh Grant, Richard McCabe,Roger Michell,,Richard Curtis,,Polygram Filmed Entertainment,"UK, USA","English, Spanish",124
